outlet_title,average_rating,total_reviews,city,state,country_code,pincode,phone,street_address,latitude,longitude,google_maps_url,is_active
Barbeque Nation - Pathankot,4.8,3526,Unknown,Punjab,IN,145023,+91 80 6902 8790,"2nd floor, Pathankot Downtown 44, Dadwal, NH 44",32.2875241,75.5970372,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Pathankot&query_place_id=ChIJG4bs3J15HDkRtPnxdsqVfE4,True
Barbeque Nation - Jaipur - Tonk Road,4.2,3362,Jaipur,Rajasthan,IN,302018,+91 80 6902 8704,"Show Room 01&02, 2nd floor, Jaipur Center Compelx, Sector B,Ashram Marg,Bye Pass PWD Chowki 4, Tonk Rd",26.8396146,75.7944405,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Jaipur%20-%20Tonk%20Road&query_place_id=ChIJgUXOK7a1bTkR_VCxaPbA35w,True
Barbeque Nation - Bharuch - City Center,4.6,1209,Bharuch,Gujarat,IN,392001,+91 80 6902 6717,"3rd Floor, City Center, Bus Station, Railway Station Rd",21.7036451,72.9969463,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Bharuch%20-%20City%20Center&query_place_id=ChIJfYw9D34h4DsRqI5HQ1BvKjs,True
Barbeque Nation - Jalandhar - Model Town,4.7,10785,Jalandhar,Punjab,IN,144001,+91 80 6902 8756,"387-L, Rainbow Rd",31.3052949,75.581481,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Jalandhar%20-%20Model%20Town&query_place_id=ChIJcbg9R6tbGjkRZBDR_VtWPI8,True
"Barbeque Nation- Southern Park Mall, Saket",4.3,17869,New Delhi,Delhi,IN,110017,+91 80 6902 8719,"GROUND FLOOR, SOUTHERN PARK MALL, UNIT NO-9, 10,11,12 & 14A, PLOT NO D-2",28.5273674,77.2192387,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Southern%20Park%20Mall%2C%20Saket&query_place_id=ChIJMbz4tfThDDkRGX0zEgCaJNQ,True
Barbeque Nation Rajouri Garden,4.5,2279,"New Delhi, Delhi",Delhi,IN,110027,+91 80 6902 8719,"3rd Floor, A2/41",28.6484131,77.1222522,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20Rajouri%20Garden&query_place_id=ChIJ4QwivsUDDTkRugm7OdDEnHY,True
"Barbeque Nation - GMS Road, Dehradun",4.7,3606,Dehradun,Uttarakhand,IN,248171,+91 80 6902 8714,"8273+3HC Tri Junction, Kamla Palace, 2nd Floor, Solus Towers, GMS Rd",30.3089771,78.0069748,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20GMS%20Road%2C%20Dehradun&query_place_id=ChIJ0xEsj7krCTkRktv4pO4yd3U,True
Barbeque Nation - Nashik - City Centre Mall,4.3,5933,Nashik,Maharashtra,IN,422002,+91 80 6902 8738,"2nd Floor, City Centre Mall Sambaji Chowk, Lawate Nagar Banyan Square, Untwadi Rd",19.9907049,73.760946,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Nashik%20-%20City%20Centre%20Mall&query_place_id=ChIJHdvcknDr3TsR04tcpO-kdig,True
Barbeque Nation - Dadar,4.0,1333,Mumbai,Maharashtra,IN,400028,+91 80 6902 8718,"2nd, Floor Kohinoor Square NC Kelkar Marg, Ram Ganesh Gadkari Chowk",19.0247994,72.8415481,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Dadar&query_place_id=ChIJLSw41N3P5zsRNUJ_e-7PgKQ,True
Barbeque Nation - Surat - Parle Point,4.4,8209,Surat,Gujarat,IN,395007,+91 80 6902 8771,"1st Floor, Golden Square, Shaheed Veer Bhagat Singh Flyover Brg, near Sargam Shopping Center",21.1711689,72.7894822,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Surat%20-%20Parle%20Point&query_place_id=ChIJAwSByulN4DsR3K6NO-C2SCo,True
Barbeque Nation - Chandigarh - Sector 26,4.4,12908,Chandigarh,Chandigarh,IN,160019,+91 80 6902 8726,"Block 2, SCO 39, Madhya Marg, near Green Market Chowk",30.7260024,76.8049551,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Chandigarh%20-%20Sector%2026&query_place_id=ChIJedogrCHtDzkRBEx9LIGhVr4,True
"Barbeque Nation - South Extension, Delhi",4.4,1868,New Delhi,Delhi,IN,110049,+91 80 6902 8719,"D-6, 3rd Floor, above Hazoorilal Legacy Jewellers, Ring Rd",28.5681475,77.2216205,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20South%20Extension%2C%20Delhi&query_place_id=ChIJIXBLEC3jDDkRurLAi15E2wQ,True
Barbeque Nation - Karnal,4.4,791,"Karnal, Uchana",Haryana,IN,132116,+91 80 6902 8793,"1st Floor, Savoy greens, karnal penguin resorts 131 KM Milestone, G.T. Road, Lake, near Karnal",29.7377569,76.9756866,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Karnal&query_place_id=ChIJW2723XYbEDkRX3UUoe3ovis,True
Barbeque Nation,4.2,7540,Noida,Uttar Pradesh,IN,201309,+91 80 6902 8727,"1st Floor, STELLAR IT PARK, Plot No 25",28.6129583,77.3624639,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJdWr8EhLlDDkR5BwkTu4TDXg,True
Barbeque Nation,4.2,3775,"Greater Noida, Ghaziabad",Uttar Pradesh,IN,201318,+91 80 6902 8727,"5th Floor, Gaur City Mall, Greater Noida W Rd",28.6060995,77.4301084,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJE-l0UbrvDDkR_w2I1wt9fnc,True
Barbeque Nation,4.2,15244,New Delhi,Delhi,IN,110001,+91 80 6902 8719,"No N96, 2nd Floor, Munshi Lal Building",28.6303618,77.2209904,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJy0njiDb9DDkR-9nuP9aWDc4,True
Barbeque Nation,4.3,3780,"New Delhi, Delhi",Delhi,IN,110085,+91 80 6902 8719,"601, 6th Floor, Unity One, MLCP Plot Rohini West Metro Stn Cplx, Rohini",28.7150562,77.1162939,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJsU0jC7UBDTkRNkemP9YevI8,True
Barbeque Nation,4.3,9593,Gurugram,Haryana,IN,122018,+91 80 6902 8728,"SN G85, Gr Flr, Spaze Platinum Tower Gurgaon Sohna Highway,Near Raheja Mall, Sohna - Gurgaon Rd",28.4212187,77.0404348,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJBx5-uJ0iDTkRAo7D8XrBGdA,True
"Barbeque Nation - Pacific D21 Mall, Dwarka",4.4,941,"New Delhi, Delhi",Delhi,IN,110077,+91 80 6902 8719,"Shop No, Pacific Mall, 2nd Floor, SH/2F/05 and SH/2F/08",28.552446,77.0580666,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Pacific%20D21%20Mall%2C%20Dwarka&query_place_id=ChIJ81VO7JEbDTkRFRWseAWl9QQ,True
Barbeque Nation,4.4,7765,Dehradun,Uttarakhand,IN,248001,+91 80 6902 8714,"Chaudhary Plaza, Rajpur Rd, Hathibarkala",30.3428326,78.0611661,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJ9VGYQdQpCTkRECfJYKfaTbA,True
Barbeque Nation - Model Town,4.1,1025,Delhi,Delhi,IN,110033,+91 80 6902 8719,"2nd & 3rd Floor, B2",28.7042594,77.1894361,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Model%20Town&query_place_id=ChIJezmM2NYDDTkRa2I0dNquuwA,True
Barbeque Nation - Meerut - Panchsheel Colony,4.3,3805,Meerut,Uttar Pradesh,IN,250001,+91 80 6902 8711,"3rd Floor, Khasra No 5832, Pinnacle Tower, Garh Rd",28.9688442,77.7266577,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Meerut%20-%20Panchsheel%20Colony&query_place_id=ChIJx0L2Xb9kDDkRxhAS3pwRGWk,True
Barbeque Nation - Kompally,3.8,1547,"Hyderabad, Secunderabad",Telangana,IN,500014,+91 80 6405 8003,GFPQ+HQ3,17.5364124,78.489438,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kompally&query_place_id=ChIJp3rL1MWFyzsRRMEyhZl3SEo,True
Barbeque Nation - Attapur,4.2,1102,Hyderabad,Telangana,IN,500048,+91 80 6405 8003,"4th Floor, Happy Home Fortuna, Hh Fortune, PV Narasimha Rao Expy, opp. Pillar No 175",17.3555403,78.422699,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Attapur&query_place_id=ChIJncXNAhiXyzsRumni7kMunW0,True
Barbeque Nation - Hyderabad - Kondapur,4.1,6657,Hyderabad,Telangana,IN,500084,+91 80 6405 8003,"G, Sri Mytri Square, 3, Gachibowli - Miyapur Rd, near Laxmi Cyber City, opposite Sarath City Mall",17.4572403,78.3656364,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Hyderabad%20-%20Kondapur&query_place_id=ChIJ0VfBfkuTyzsRSMtiRe7sep8,True
Barbeque Nation,4.2,11219,Hyderabad,Telangana,IN,500033,+91 80 6405 8003,"Alcazar Mall, 498, Road No. 36",17.4330419,78.4069909,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJa7nEjkiRyzsRZDxlC0A6IKY,True
"Barbeque Nation- Uppal, Hyderabad",4.1,712,Hyderabad,Telangana,IN,500039,+91 80 6405 8003,"4th floor, DSL Virtue Mall, near Rajiv Gandhi International Cricket Stadium",17.3996756,78.55487,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Uppal%2C%20Hyderabad&query_place_id=ChIJNSur_WGZyzsRYIxoILXxcy0,True
Barbeque Nation - Kolkata - Lake Mall,4.4,4043,Kolkata,West Bengal,IN,700029,+91 80 6902 8723,"4th Floor, Lake Mall, Shop No 410,104, Rash Behari Ave",22.516551,88.3486982,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kolkata%20-%20Lake%20Mall&query_place_id=ChIJWUuyYuR3AjoRj78Bsvp_9P4,True
Barbeque Nation - Howrah Maidan,4.3,2355,Howrah,West Bengal,IN,711101,+91 80 6902 8723,"1 No, Platina Mall, 5th Floor, Nityadhan Mukherjee Rd, opposite Howrah Maidan Metro Station",22.5812547,88.332667,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Howrah%20Maidan&query_place_id=ChIJ5_j8r8B3AjoRDxzzCSwdZGI,True
Barbeque Nation,4.5,6532,Kolkata,West Bengal,IN,700055,+91 80 6902 8723,"4th Floor, Diamond City Mall, DIAMOND PLAZA, 68, Jessore Rd",22.6154536,88.4121659,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJVVXBoh2e-DkRKEenw1n---I,True
Barbeque Nation - Asansol - Sentrum Mall,4.5,1615,Asansol,West Bengal,IN,713305,+91 80 6902 8794,"4th Floor, Sentrum Mall, Shristi Nagar Road",23.703545,86.9478533,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Asansol%20-%20Sentrum%20Mall&query_place_id=ChIJrdAJ3F4f9zkRkIM0vrHrrlM,True
"Barbeque Nation - Alokik’s Emporio Mall, Saraidhella",4.5,298,"Saraidhella, Dhanbad",Jharkhand,IN,826007,+91 80 6902 6706,"2nd floor, Alokik's Emporio, Saraidhela Rd, near Sunit Petrol Pump",23.8120759,86.4551704,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Alokik%E2%80%99s%20Emporio%20Mall%2C%20Saraidhella&query_place_id=ChIJ__-dX_m99jkR9sjG3gPXJPA,True
"Barbeque Nation - Kalyani, Kolkata",4.5,862,"Kalyani, Kolkata",West Bengal,IN,741235,+91 80 6902 8723,"3rd floor, B - 9/10 (ca) of Block B",22.9784724,88.4370502,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kalyani%2C%20Kolkata&query_place_id=ChIJD1D-1hJ3AjoRE9MDbF2MNKs,True
Barbeque Nation,4.4,692,Kolkata,West Bengal,IN,700087,+91 80 6902 6709,"8 & 4, Formerly, Lindsay St",22.5596778,88.3518738,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJSZVi8q53AjoRkCXde4TByp0,True
Barbeque Nation - Malda,4.3,130,"Dakshin Jadupur, Uttar Jadupur",West Bengal,IN,732103,+91 80 6902 8722,"4th Floor, PRM Centre Point, Jadupur Rd",24.9779124,88.1316661,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Malda&query_place_id=ChIJ5THGVG__-jkRD6ofH1vFYmc,True
Barbeque Nation,4.6,5,Kolkata,West Bengal,IN,700087,+91 80 6902 8721,"LINDA SAY STREET, No-20A,1st floor Humayan court,Nellie sengupta sarani, Formerly, Lindsay St, opp. Sreeleathers",22.5598314,88.3516439,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJ2Rg07Ah3AjoR8dFaCWZBvuQ,True
Barbeque Nation,4.4,8219,New Delhi,Delhi,IN,110070,+91 80 6902 8719,"Plot No 11, Pocket 7, Pyramid Local Shopping Complex, near Delhi Public School",28.5365602,77.1476661,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJ-W6xp9UdDTkRCi0FB8rW5KU,True
Barbeque Nation,4.2,2984,"New Delhi, Delhi",Delhi,IN,110078,+91 80 6902 8719,"SHOP NO. R, 5th Floor, Vegas Mall, 05",28.6014731,77.0291717,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJq5euqyIbDTkRdJJZuIvoUk4,True
Barbeque Nation - Agra - Ashok Cosmos Mall,4.3,2035,Agra,Uttar Pradesh,IN,282002,+91 80 6902 8757,3rd,27.2010609,78.0085999,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Agra%20-%20Ashok%20Cosmos%20Mall&query_place_id=ChIJO7MEJBt3dDkRXPdZD57vt7s,True
Barbeque Nation,4.2,2113,"Noida, Shahpur Govardhanpur Bangar",Uttar Pradesh,IN,201304,+91 80 6902 8727,"Fl 2, Jaypee Green, Plot No. C1-D1",28.5105185,77.3695388,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJxcYrQLjnDDkR7rn-K4A86qE,True
Barbeque Nation,4.3,10054,"New Delhi, Delhi",Delhi,IN,110058,+91 80 6902 8719,"2nd Floor, Unity One, Najafgarh Rd",28.6286757,77.0764692,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJq6qqqq8EDTkRyAJbLbc4Q58,True
Barbeque Nation - Ambience Mall - Gurgaon,4.2,5220,Gurugram,Haryana,IN,122010,+91 80 6902 8728,"R401, 4th Flr, Gate No 4, Ambience Mall",28.5025847,77.0971616,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Ambience%20Mall%20-%20Gurgaon&query_place_id=ChIJmX2AiE4ZDTkRcTPFcLo6RIA,True
Barbeque Nation,4.3,17102,Noida,Uttar Pradesh,IN,201301,+91 80 6902 8727,"Gr Flr, Hotel Savoy Suites, A79A, Captain Vijyant Thapar Marg",28.5801739,77.3152551,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJy3fL91vkDDkRE82DgeVeJBo,True
"Barbeque Nation - Delhi Connaught Place, Regal Building",4.2,338,New Delhi,Delhi,IN,110001,+91 80 6902 8719,"1st Floor, Regal Building",28.6314109,77.2170442,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Delhi%20Connaught%20Place%2C%20Regal%20Building&query_place_id=ChIJV86eqPr9DDkRIyjiODcNXBM,True
Barbeque Nation - Laxmi Nagar,4.2,8725,Delhi,Delhi,IN,110092,+91 80 6902 8719,"1st Floor B-20,21, 126/10, Gurunanak Pura, opp. V3S Mall",28.6370457,77.2850701,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Laxmi%20Nagar&query_place_id=ChIJH3VOGeX9DDkRMi8B5TLj7XY,True
Barbeque Nation - Jammu,4.4,6099,Jammu,Jammu And Kashmir,IN,180011,+91 80 6902 8752,"1st Floor, RV Square, Lane No. 11 , R V SEVEN SQUARE, opposite New Choice Resort Club",32.6696747,74.8936011,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Jammu&query_place_id=ChIJ0-n03kaDHjkRyjF62W0mKsU,True
Barbeque Nation - Patiala - Urban Estate,4.5,5517,Patiala,Punjab,IN,147002,+91 80 6902 8701,"3rd floor SCO 37 & 38, NH 64, Rajpura Rd",30.3454011,76.4374219,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Patiala%20-%20Urban%20Estate&query_place_id=ChIJFaXqjBUoEDkRSh-GGEC7viU,True
Barbeque Nation - M3M IFC,4.0,1272,Gurugram,Haryana,IN,122101,+91 80 6902 8728,"2nd Floor, M3M International Financial Center",28.4052001,77.0583827,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20M3M%20IFC&query_place_id=ChIJQRRa5OwjDTkRGxAAyAgTB3Y,True
"Barbeque Nation - CP67 Mall , Mohali",4.4,781,Sahibzada Ajit Singh Nagar,Punjab,IN,160062,+91 80 6902 8715,"3rd floor, CP67 Mall, International Airport Road",30.6773381,76.7238014,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20CP67%20Mall%20%2C%20Mohali&query_place_id=ChIJYy_AnNjrDzkRW0R3LWgpE68,True
Barbeque Nation Kaushambi,4.4,1183,Ghaziabad,Uttar Pradesh,IN,201010,+91 80 6902 8719,"East Delhi Mall, Plot no.1, 2nd floor",28.6413382,77.3169169,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20Kaushambi&query_place_id=ChIJZ2V_JlT7DDkR5fqS9GhJl5I,True
Barbeque Nation - SS Omnia,4.1,1423,Gurugram,Haryana,IN,122012,+91 80 6902 8728,"1st Floor, Ss Omnia",28.4013219,76.9472054,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20SS%20Omnia&query_place_id=ChIJT3vKm109DTkRc__6y7HLF3Y,True
Barbeque Nation,4.3,4800,Ghaziabad,Uttar Pradesh,IN,201002,+91 80 6902 8781,"Gaur Central Mall, 5th Floor, opposite HDFC Bank",28.673997,77.4400991,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJQ8_H57vxDDkRC-Urkw88wz4,True
Barbeque Nation,4.4,7030,"Noida, Greater Noida",Uttar Pradesh,IN,201310,+91 80 6902 8727,"4, 2nd Floor, Omaxe, CP Mall Rd, near CNG Filling Station",28.4889776,77.5146412,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJFT1JgIrqDDkRAffk6X2jmIk,True
"Barbeque Nation - Alambagh, Phoenix United Mall",4.3,1149,Lucknow,Uttar Pradesh,IN,226012,+91 80 6902 8749,"Plot No, Phoenix Mall Unit No. T- 15 & 15 A 3rd Floor, CP-08, Sector B Rd",26.7987705,80.8970238,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Alambagh%2C%20Phoenix%20United%20Mall&query_place_id=ChIJ-0CH6nT_mzkRq2BQ6uD4vQI,True
Barbeque Nation Amravati,4.1,517,Amravati,Maharashtra,IN,444607,+91 80 6902 8718,"Tapadia City Centre 4th floor Gopal Nagar Square, Badnera Rd",20.9001594,77.7482033,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20Amravati&query_place_id=ChIJCYEOFcyl1jsRgai3ay9bGHU,True
Barbeque Nation - Hyderabad - Kukatpally,4.3,7907,Hyderabad,Telangana,IN,500072,+91 80 6405 8003,"B Phase 6, Nexus Mall, Restaurant No.2, Sy.no.1009",17.4841257,78.3890878,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Hyderabad%20-%20Kukatpally&query_place_id=ChIJHTN2JImRyzsR7PY5wu0fuVw,True
Barbeque Nation - Kothapet,4.1,7767,Hyderabad,Telangana,IN,500035,+91 80 6405 8003,"Vaishnavi Onyx-1, Unit No.G-3, 8 & 9/1/1/15, Kothapet Rd",17.3597634,78.5440564,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kothapet&query_place_id=ChIJ4SS6j-CZyzsRJSltqhlhh2Y,True
"Barbeque Nation - Phoenix Centaurus, Gachibowli",4.2,10535,"Manikonda, Hyderabad",Telangana,IN,500032,+91 80 6902 8720,"Ground Floor, Centarus By Phoenix, 203(P",17.4267282,78.3402791,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Phoenix%20Centaurus%2C%20Gachibowli&query_place_id=ChIJ7Zqp2oOTyzsRlbQ3sd9vXCc,True
Barbeque Nation - Abids,4.1,1701,Hyderabad,Telangana,IN,500001,+91 80 6405 8003,"City plaza building, 3rd Floor, opposite to St. George's Grammar School",17.3922965,78.4760084,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Abids&query_place_id=ChIJMaiCX7-XyzsREyrYKz6-Mho,True
Barbeque Nation - Sinhagad,4.4,1558,Pune,Maharashtra,IN,411051,+91 80 6902 8725,"2nd Floor, Grand Horizon Mall, Sinhgad Rd",18.4734602,73.8221539,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Sinhagad&query_place_id=ChIJNTDzhYOVwjsRb1PHKVhmz7c,True
Barbeque Nation - Kalyani Nagar - Pune,4.3,14443,Pune,Maharashtra,IN,411006,+91 80 6902 8725,"HV3X+2W2, Palace View Road, Near Aga Khan Palace, Pune Nagar Rd, near Barbeque Nation",18.552502,73.8997647,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kalyani%20Nagar%20-%20Pune&query_place_id=ChIJdb-swxnBwjsROTq_vlbOEx8,True
Barbeque Nation - Pune - Deccan,4.3,13328,Pune,Maharashtra,IN,411004,+91 80 6902 8725,"Ground Floor, Deccan Mall, Bus Stop, R, Jangali Maharaj Rd, opposite Deccan Gymkhana",18.5164341,73.8422187,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Pune%20-%20Deccan&query_place_id=ChIJgxQS-3fAwjsRje6eRKPGAaM,True
Barbeque Nation - Pune - NIBM,4.2,3131,Pune,Maharashtra,IN,411048,+91 80 6902 8725,"R floor, NIBM Rd",18.4674846,73.9017997,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Pune%20-%20NIBM&query_place_id=ChIJPUsqQQbrwjsRT8PdI4WxnYU,True
Barbeque Nation - Pune - Amanora,4.4,7175,Pune,Maharashtra,IN,411028,+91 80 6902 8725,"Unit No. 28 & 29, Ground Floor, East Block, Amanora Mall Amanora Town Centre, Kharadi - Hadapsar Bypass Rd",18.5186357,73.9353284,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Pune%20-%20Amanora&query_place_id=ChIJWWrjqCDCwjsRDNwKS-_xVMw,True
Barbeque Nation - Pune - Wakad,4.0,10563,"Pune, Pimpri-Chinchwad",Maharashtra,IN,411057,+91 80 6405 8002,"135-136, 10th Floor, Sayaji Hotel, Mumbai-Bangalore, Bypass Highway",18.5996019,73.7548527,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Pune%20-%20Wakad&query_place_id=ChIJdbNR7WS5wjsRUdR0TnhojN0,True
Barbeque Nation - Chinchwad - Pune,4.2,1642,Pimpri-Chinchwad,Maharashtra,IN,411033,+91 80 6902 8725,"3rd Floor, Above Food Court, Elpro City Square Mall Chapekar Chowk Flyover, MG Rd",18.6287187,73.78327,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Chinchwad%20-%20Pune&query_place_id=ChIJlQxDSBLI5zsRbosa-Dl-lLM,True
Barbeque Nation - Wakad- Phoenix Mall,4.3,1026,Pimpri-Chinchwad,Maharashtra,IN,411057,+91 80 6902 6718,"4th Floor S, Landmark - Phoenix the Mall of millenniums, 132/23, Hinjewadi - Wakad Rd",18.6001448,73.7567739,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Wakad-%20Phoenix%20Mall&query_place_id=ChIJjxcMKWu5wjsRfrvmKpqhVwY,True
Barbeque Nation - Mumbai - Panvel,4.1,4068,"Mumbai, Panvel",Maharashtra,IN,410206,+91 80 6405 8002,"3rd Floor, Orion Mall, Bus Depot, FP No 311, Mumbai - Pune Expy",18.9935182,73.1153675,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Panvel&query_place_id=ChIJC1bb5kHo5zsRBGIhT1V4Fm8,True
Barbeque Nation,4.3,6680,"Mumbai, Kalyan",Maharashtra,IN,421306,+91 80 6405 8002,"Besides Inox Cinemas, Metro Junction Mall",19.2300194,73.123306,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJNxHuVs-V5zsRNP07hNFbbYY,True
Barbeque Nation - Aurangabad - Prozone Mall,4.3,2609,Chhatrapati Sambhajinagar,Maharashtra,IN,431006,+91 80 6902 8736,"1st, Food Court, Prozone Mall, API Rd",19.8768531,75.3729279,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Aurangabad%20-%20Prozone%20Mall&query_place_id=ChIJD1N5jnij2zsRgz2InVbPAFc,True
Barbeque Nation - Mumbai - Belapur,4.4,10066,Navi Mumbai,Maharashtra,IN,400614,+91 80 6405 8002,"G 006, Plot No. 65, Ground Floor, Sharda Terraces",19.0143992,73.0387233,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Belapur&query_place_id=ChIJ25O3oqzD5zsR8MCLxAuyGwY,True
"Barbeque Nation - Xperia Mall, Dombivli",4.5,1065,"Dombivli, Mumbai",Maharashtra,IN,421204,+91 80 6405 8002,"3rd Floor Lodha Xperia Mall, Kalyan - Shilphata Rd Palava",19.1656494,73.0752599,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Xperia%20Mall%2C%20Dombivli&query_place_id=ChIJXVGT4V6_5zsRt0mAd0Z4JRA,True
Barbeque Nation - Navi Mumbai - Nerul,4.3,7036,Navi Mumbai,Maharashtra,IN,400706,+91 80 6405 8002,"First Floor, Plot # 20, Beverley Park, Sector 6, Palm Beach Rd, above HDFC Bank",19.0436179,73.0089182,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Navi%20Mumbai%20-%20Nerul&query_place_id=ChIJUftNROTD5zsROU7jeFo2N60,True
Barbeque Nation,4.3,1598,Kolhapur,Maharashtra,IN,416005,+91 91300 62161,"9th Floor, Sayaji Hotel, 2104/15, E Ward, Old Pune-Bangalore Hwy",16.7037507,74.2502546,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJE0kT_kYAwTsR4Jqa1vWh8IY,True
Barbeque Nation - Hubballi,4.3,3688,Hubballi,Karnataka,IN,580030,+91 80 6902 8782,"2nd floor, Venkatagiri Plaza, Gokul Rd, opp. Oasis Mall",15.3507128,75.1101451,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Hubballi&query_place_id=ChIJLeHfzyDXuDsR3se64ZoBdL4,True
Barbeque Nation - Mumbai - Worli,4.3,9777,Mumbai,Maharashtra,IN,400018,+91 80 6405 8002,"4th Floor, Atria-The Millennium Mall, Dr Annie Besant Rd",18.9912457,72.8144358,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Worli&query_place_id=ChIJf1dhQIbO5zsR2Dk8FzQZyek,True
