outlet_title,average_rating,total_reviews,street_address,city,state,country_code,pincode,phone,category_name,website,google_maps_url,latitude,longitude,placeId,cid,is_active,extracted_at
"Barbeque Nation - River Side Mall, Lucknow",4.4,7081.0,"RiverSide Mall, 3rd floor, Gomti Nagar Ext Bypass Rd",Lucknow,Uttar Pradesh,IN,226010,+91 80 6902 8749,Barbecue restaurant,https://www.barbequenation.com/restaurants/lucknow/rivarsidemall?utm_source=GMB&utm_medium=lucknow_rivarsidemall&utm_campaign=GMB_lucknow_rivarsidemall,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20River%20Side%20Mall%2C%20Lucknow&query_place_id=ChIJAQBArTv9mzkRAfGAlUzHEVw,26.852979,80.9735546,ChIJAQBArTv9mzkRAfGAlUzHEVw,6634302857833148673,True,2026-07-26 14:26:06
"Barbeque Nation, Siliguri",4.4,5078.0,"2nd Floor, PRM Sevoke 1, Sevoke Rd",Siliguri,West Bengal,IN,734001,+91 80 6902 8751,Barbecue restaurant,https://www.barbequenation.com/restaurants/siliguri/sevoke-road?utm_source=GMB&utm_medium=siliguri&utm_campaign=GMB_siliguri,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%2C%20Siliguri&query_place_id=ChIJJ9bBAZFB5DkRCiV6t5indE4,26.7355392,88.433214,ChIJJ9bBAZFB5DkRCiV6t5indE4,5653327706611918090,True,2026-07-26 14:26:06
Barbeque Nation - Barasat,4.3,1712.0,"N-19, Jessore Rd",Kolkata,West Bengal,IN,700124,+91 80 6902 8723,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Barasat&query_place_id=ChIJX8QTFfCZ-DkRdIFpL0_JvYo,22.7113379,88.477154,ChIJX8QTFfCZ-DkRdIFpL0_JvYo,9997368089767412084,True,2026-07-26 14:26:06
Barbeque Nation,4.4,5107.0,"5th Floor, P Square Mall, Mahatma Gandhi Marg",Prayagraj,Uttar Pradesh,IN,211001,+91 80 6902 8710,Barbecue restaurant,https://www.barbequenation.com/restaurants/prayagraj/allahabad-mg-road?utm_source=GMB&utm_medium=prayagraj&utm_campaign=GMB_prayagraj,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJ6zp7bcbKmjkRBFUuR1FfrfI,25.4493688,81.8394706,ChIJ6zp7bcbKmjkRBFUuR1FfrfI,17486737730840712452,True,2026-07-26 14:26:06
Barbeque Nation- Sarjapur Road,4.1,6558.0,"3rd Floor, Ashrith, Aries 53, 1, Sarjapur Main Rd, opposite HP Petrol Pump",Bengaluru,Karnataka,IN,560035,+91 80 6405 8001,Buffet restaurant,https://www.barbequenation.com/restaurants/bangalore/sarjapur?utm_source=GMB&utm_medium=Sarjapur&utm_campaign=GMB_Sarjapur,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Sarjapur%20Road&query_place_id=ChIJTaPb6esTrjsR7oWu5bRlclE,12.9092597,77.6876436,ChIJTaPb6esTrjsR7oWu5bRlclE,5868865092039116270,True,2026-07-26 14:26:06
Barbeque Nation - Nellore - NVR Central,4.1,4019.0,"4th Floor, NVR Central, Grand Trunk Road, above Dr. Agarwal Eye Hospital",Nellore,Andhra Pradesh,IN,524003,+91 80 6902 8784,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Nellore%20-%20NVR%20Central&query_place_id=ChIJpXvXvijzTDoRcklrzv4Buxc,14.433866,79.968537,ChIJpXvXvijzTDoRcklrzv4Buxc,1709962677413693810,True,2026-07-26 14:26:06
Barbeque Nation - Varanasi,4.4,5436.0,"3rd Floor, JHV Mall, The Mall Rd, near Ramada Hotel",Varanasi,Uttar Pradesh,IN,221002,+91 80 6902 8709,Buffet restaurant,https://www.barbequenation.com/restaurants/varansi/varanasi?utm_source=GMB&utm_medium=varanasi&utm_campaign=GMB_varanasi,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Varanasi&query_place_id=ChIJAQDA-MMtjjkR38ZxjhKaFKY,25.3356311,82.9776407,ChIJAQDA-MMtjjkR38ZxjhKaFKY,11967359514320160479,True,2026-07-26 14:26:06
Barbeque Nation - Aliganj,4.3,1638.0,"Plot no.5, 3rd floor, STW infinity, opposite Kendriya Bhawan, near purania chauraha",Lucknow,Uttar Pradesh,IN,226024,+91 80 6902 8749,Barbecue restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Aliganj&query_place_id=ChIJEzyTCdNXmTkRKnvroCs4_OM,26.8930059,80.9436202,ChIJEzyTCdNXmTkRKnvroCs4_OM,16428067300775263018,True,2026-07-26 14:26:06
Barbeque Nation,4.1,554.0,"3rd Floor, Tahsil, Lulu Mall, Amar Shaheed Path","Lucknow, Hariharpur",Uttar Pradesh,IN,226030,+91 80 6902 8749,Barbecue restaurant,https://www.barbequenation.com/restaurants/LucknowLuluMall,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJ53QUdhDlmzkRiZ3TG_o7Mbs,26.7836087,80.9911365,ChIJ53QUdhDlmzkRiZ3TG_o7Mbs,13488628304346062217,True,2026-07-26 14:26:06
"Fiesta By Barbeque Nation - Swaroop Nagar, Kanpur",4.4,1121.0,"112/369, 2nd Floor, Prabhu Krishna Shopping Complex, near Prakhar Hospital",Kanpur,Uttar Pradesh,IN,208002,+91 80 6902 6714,Barbecue restaurant,https://www.barbequenation.com/restaurants/kanpur/FiestaSwaroopNagar,https://www.google.com/maps/search/?api=1&query=Fiesta%20By%20Barbeque%20Nation%20-%20Swaroop%20Nagar%2C%20Kanpur&query_place_id=ChIJdx-TwWA5nDkRZHlLLGA9GCE,26.4819279,80.3209542,ChIJdx-TwWA5nDkRZHlLLGA9GCE,2384723485961976164,True,2026-07-26 14:26:06
"Barbeque Nation - Rohtas Summit, Lucknow",4.3,3505.0,"Building Name "" Rohtas Summit"" Third Floor, B-04 to 307, Padera - Harchandpur Rd",Lucknow,Uttar Pradesh,IN,226010,+91 80 6902 8749,Barbecue restaurant,https://www.barbequenation.com/restaurants/lucknow/gomati-nagar?utm_source=GMB&utm_medium=lucknow_gomati_nagar&utm_campaign=GMB_lucknow_gomati_nagar,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Rohtas%20Summit%2C%20Lucknow&query_place_id=ChIJjebUezzjmzkRA1edAqZLj64,26.8652412,81.0120408,ChIJjebUezzjmzkRA1edAqZLj64,12578355460649604867,True,2026-07-26 14:26:06
Barbeque Nation - Kochi - LuLu Mall,4.2,908.0,"Lulu Mall, 3rd floor 34/1000, 47, Old NH17","Kochi, Ernakulam",Kerala,IN,682024,+91 80 6902 8706,Barbecue restaurant,https://www.barbequenation.com/restaurants/LuluKochi,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kochi%20-%20LuLu%20Mall&query_place_id=ChIJ1YSnGRUNCDsRjVSpHO0z0GU,10.0260086,76.3082903,ChIJ1YSnGRUNCDsRjVSpHO0z0GU,7336420886467662989,True,2026-07-26 14:26:06
Barbeque Nation- Puducherry,4.1,4828.0,"4th Floor, WRHH+R95 Naga Progress Avenue, 120, Bussy St",Puducherry,Puducherry,IN,605001,+91 80 6902 8747,Barbecue restaurant,https://www.barbequenation.com/restaurants/puducherry/bussy-street?utm_source=GMB&utm_medium=Puducherry&utm_campaign=GMB_Puducherry,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Puducherry&query_place_id=ChIJA8rG94BhUzoRS_Hf2s1beqw,11.9295489,79.8284385,ChIJA8rG94BhUzoRS_Hf2s1beqw,12428347061380837707,True,2026-07-26 14:26:06
Barbeque Nation,4.3,5026.0,"No-9, 3rd Floor, Reynolds Road, Manghalam Towers, near Court bus stop",Tiruchirappalli,Tamil Nadu,IN,620001,+91 80 6902 8764,Barbecue restaurant,,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJk788Eg31qjsR9ti7usE9z1Q,10.8071479,78.6815567,ChIJk788Eg31qjsR9ti7usE9z1Q,6111171121635907830,True,2026-07-26 14:26:06
Barbeque Nation - Coimbatore - Fun Mall,4.3,3099.0,"Avinashi Rd, near PSG Krishnammal College",Coimbatore,Tamil Nadu,IN,641004,+91 80 6902 8740,Barbecue restaurant,https://www.barbequenation.com/restaurants/coimbatore/fun-mall,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Coimbatore%20-%20Fun%20Mall&query_place_id=ChIJuQKYCq5XqDsRdmkL-92LmQo,11.0243915,77.0105797,ChIJuQKYCq5XqDsRdmkL-92LmQo,763795397331872118,True,2026-07-26 14:26:06
"Barbeque Nation – Vetri Cinemas, Madurai",4.0,249.0,"74, 75, 76, Chambakulam, Bus Stand, Ground Floor, TC No. 73, opp. to Mattuthavani",Madurai,Tamil Nadu,IN,625007,+91 80 6902 8763,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20%E2%80%93%20Vetri%20Cinemas%2C%20Madurai&query_place_id=ChIJj8Wiji_FADsRIy3ycqnzv4o,9.9453874,78.1549648,ChIJj8Wiji_FADsRIy3ycqnzv4o,9997977606889286947,True,2026-07-26 14:26:06
Barbeque Nation - Erode - Perundurai Road,4.3,5722.0,"2nd Floor, Veeras Vega, No.68, Perundurai Rd, next to Reliance Mall",Erode,Tamil Nadu,IN,638011,+91 80 6902 8765,Barbecue restaurant,https://www.barbequenation.com/restaurants/erode/perundurai-road?utm_source=GMB&utm_medium=erode&utm_campaign=GMB_erode,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Erode%20-%20Perundurai%20Road&query_place_id=ChIJ59HkqBhvqTsR7ueGXwCrADA,11.3341856,77.7059152,ChIJ59HkqBhvqTsR7ueGXwCrADA,3458952531911567342,True,2026-07-26 14:26:06
"Barbeque Nation - Veera's Avenue, Tiruppur",4.2,3850.0,"Municipality Office Building, 2nd Floor, Veera’s Avenue, No 24, Above Big Bazaar Valarmathi Bus Stop",Tiruppur,Tamil Nadu,IN,641604,+91 80 6902 8788,Barbecue restaurant,,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Veera's%20Avenue%2C%20Tiruppur&query_place_id=ChIJ-8vxhrsHqTsRDHZFiERBZ2s,11.1024978,77.3472974,ChIJ-8vxhrsHqTsRDHZFiERBZ2s,7739226247259321868,True,2026-07-26 14:26:06
Barbeque Nation,4.3,6409.0,"3rd Floor,Jaykumar Plaza Saradha College, Main, Road",Salem,Tamil Nadu,IN,636016,+91 80 6902 8762,Barbecue restaurant,https://www.barbequenation.com/restaurants/salem/alagapuram?utm_source=GMB&utm_medium=Salem_alagapuram&utm_campaign=GMB_Salem_alagapuram,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJo81VlUTwqzsRsO2vGK66o6E,11.677087,78.1411372,ChIJo81VlUTwqzsRsO2vGK66o6E,11647358318211493296,True,2026-07-26 14:26:06
Barbeque Nation - Thrissur - Selex Mall,4.1,2814.0,"2nd Floor Selex Mall, Thrissur - Palghat Rd",Thrissur,Kerala,IN,680005,+91 80 6405 8006,Barbecue restaurant,https://www.barbequenation.com/restaurants/thrissur/SelexMallEastFort,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Thrissur%20-%20Selex%20Mall&query_place_id=ChIJ33PbSkvupzsRly-1-cmP-_A,10.5225444,76.2247818,ChIJ33PbSkvupzsRly-1-cmP-_A,17364630885897678743,True,2026-07-26 14:26:06
Barbeque Nation,4.3,8156.0,"TC36/1276-3 Airport Road, near Panachamoottil Square, near Bye Pass",Thiruvananthapuram,Kerala,IN,695008,+91 80 6902 8739,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJXd8xd3a7BTsRb-fISHrcGME,8.480339,76.9353374,ChIJXd8xd3a7BTsRb-fISHrcGME,13914113466526394223,True,2026-07-26 14:26:06
Barbeque Nation,4.1,12087.0,"4th Floor, 94, 14th Cross Road, opposite Ajmera Apartment",Doddathoguru,Karnataka,IN,560100,+91 80 6405 8001,Barbecue restaurant,https://www.barbequenation.com/restaurants/bangalore/west-gate-mall?utm_source=GMB&utm_medium=west-gate-mall&utm_campaign=GMB_west-gate-mall,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJF--jlntrrjsRMuO_g_DGXsA,12.8417276,77.6465724,ChIJF--jlntrrjsRMuO_g_DGXsA,13861735439397806898,True,2026-07-26 14:26:06
Barbeque Nation- Chromepet,3.9,7711.0,"1 & 2, 1st Main Rd","Tambaram Sanatorium, Tambaram",Tamil Nadu,IN,600047,+91 80 6902 8724,Barbecue restaurant,https://www.barbequenation.com/restaurants/chennai/chromepet?utm_source=GMB&utm_medium=chennai%2Fchromepet&utm_campaign=GMB_chennai%2Fchromepet,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Chromepet&query_place_id=ChIJ_Q6foItfUjoRCr1T1T9xr5o,12.9401235,80.130946,ChIJ_Q6foItfUjoRCr1T1T9xr5o,11146252121741180170,True,2026-07-26 14:26:06
Barbeque Nation,4.4,6010.0,"No 48, 3rd Floor, Max Building, Circular Rd, next to Pantaloons Store",Ranchi,Jharkhand,IN,834001,+91 80 6902 8767,Barbecue restaurant,https://www.barbequenation.com/restaurants/ranchi/circular-road?utm_source=GMB&utm_medium=Ranchi_circular_road&utm_campaign=GMB_Ranchi_circular_road,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJ7SINfoHh9DkR9r_6v4zrIxc,23.3692309,85.3395348,ChIJ7SINfoHh9DkR9r_6v4zrIxc,1667435276806045686,True,2026-07-26 14:26:06
Barbeque Nation,4.5,1589.0,,Jamshedpur,Jharkhand,IN,831001,+91 80 6902 6706,Barbecue restaurant,https://www.barbequenation.com/restaurants/jamshedpur/contractors-area-bistupur,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJm7fENXTj9TkRN41A-HCQEQM,22.7991144,86.1808795,ChIJm7fENXTj9TkRN41A-HCQEQM,221116671593581879,True,2026-07-26 14:26:06
Barbeque Nation - Ahmedabad - Prahladnagar,4.4,14642.0,"1st Floor, Holiday Inn Express, Prahlad Nagar Rd, beside Venus Atlantis",Ahmedabad,Gujarat,IN,380015,+91 80 6902 8770,Barbecue restaurant,https://www.barbequenation.com/restaurants/ahmedabad/prahlad-nagar,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Ahmedabad%20-%20Prahladnagar&query_place_id=ChIJfc7qRCibXjkRbLy8ENeGRCA,23.0114705,72.5106463,ChIJfc7qRCibXjkRbLy8ENeGRCA,2325131565886913644,True,2026-07-26 14:26:06
Barbeque Nation - Ahmedabad - Nexus One,4.6,1748.0,"3rd Floor, Nexus Ahmedabad One, Plot No. 216, Town Planning Rd, near Vastrapur Lake Road",Ahmedabad,Gujarat,IN,380054,+91 80 6902 8770,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Ahmedabad%20-%20Nexus%20One&query_place_id=ChIJBXvefWSbXjkR_oTsmrJI4LM,23.0395887,72.5312105,ChIJBXvefWSbXjkR_oTsmrJI4LM,12961439659512857854,True,2026-07-26 14:26:06
Barbeque Nation- Nexus Amritsar Mall,4.8,2340.0,"2nd Floor, Nexus Mall, Unit Number -36, 37","Amritsar, Amritsar Cantt.",Punjab,IN,143006,+91 80 6902 8702,Buffet restaurant,https://www.barbequenation.com/restaurants/amritsar/nexus-mall,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Nexus%20Amritsar%20Mall&query_place_id=ChIJ9XG3DJl9GTkR_Z1B2N77cRk,31.6198611,74.907518,ChIJ9XG3DJl9GTkR_Z1B2N77cRk,1833523457845992957,True,2026-07-26 14:26:06
Barbeque Nation - Pathankot,4.8,3526.0,"2nd floor, Pathankot Downtown 44, Dadwal, NH 44",,Punjab,IN,145023,+91 80 6902 8790,Barbecue restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Pathankot&query_place_id=ChIJG4bs3J15HDkRtPnxdsqVfE4,32.2875241,75.5970372,ChIJG4bs3J15HDkRtPnxdsqVfE4,5655559928882002356,True,2026-07-26 14:26:06
Barbeque Nation - Jaipur - Tonk Road,4.2,3362.0,"Show Room 01&02, 2nd floor, Jaipur Center Compelx, Sector B,Ashram Marg,Bye Pass PWD Chowki 4, Tonk Rd",Jaipur,Rajasthan,IN,302018,+91 80 6902 8704,Barbecue restaurant,https://www.barbequenation.com/restaurants/jaipur/tonk-road?utm_source=GMB&utm_medium=Jaipur_tonk_road&utm_campaign=GMB_Jaipur_tonk_road,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Jaipur%20-%20Tonk%20Road&query_place_id=ChIJgUXOK7a1bTkR_VCxaPbA35w,26.8396146,75.7944405,ChIJgUXOK7a1bTkR_VCxaPbA35w,11303965754274173181,True,2026-07-26 14:26:06
Barbeque Nation - Bharuch - City Center,4.6,1209.0,"3rd Floor, City Center, Bus Station, Railway Station Rd",Bharuch,Gujarat,IN,392001,+91 80 6902 6717,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Bharuch%20-%20City%20Center&query_place_id=ChIJfYw9D34h4DsRqI5HQ1BvKjs,21.7036451,72.9969463,ChIJfYw9D34h4DsRqI5HQ1BvKjs,4263342387776425640,True,2026-07-26 14:26:06
Barbeque Nation - Jalandhar - Model Town,4.7,10785.0,"387-L, Rainbow Rd",Jalandhar,Punjab,IN,144001,+91 80 6902 8756,Barbecue restaurant,https://www.barbequenation.com/restaurants/jalandhar/model-town?utm_source=GMB&utm_medium=Jalandhar_model_town&utm_campaign=GMB_Jalandhar_model_town,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Jalandhar%20-%20Model%20Town&query_place_id=ChIJcbg9R6tbGjkRZBDR_VtWPI8,31.3052949,75.581481,ChIJcbg9R6tbGjkRZBDR_VtWPI8,10321219399126683748,True,2026-07-26 14:26:06
"Barbeque Nation- Southern Park Mall, Saket",4.3,17869.0,"GROUND FLOOR, SOUTHERN PARK MALL, UNIT NO-9, 10,11,12 & 14A, PLOT NO D-2",New Delhi,Delhi,IN,110017,+91 80 6902 8719,Barbecue restaurant,https://www.barbequenation.com/restaurants/DelSaketSouthernPark,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Southern%20Park%20Mall%2C%20Saket&query_place_id=ChIJMbz4tfThDDkRGX0zEgCaJNQ,28.5273674,77.2192387,ChIJMbz4tfThDDkRGX0zEgCaJNQ,15286512360298347801,True,2026-07-26 14:26:06
Barbeque Nation Rajouri Garden,4.5,2279.0,"3rd Floor, A2/41","New Delhi, Delhi",Delhi,IN,110027,+91 80 6902 8719,Barbecue restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20Rajouri%20Garden&query_place_id=ChIJ4QwivsUDDTkRugm7OdDEnHY,28.6484131,77.1222522,ChIJ4QwivsUDDTkRugm7OdDEnHY,8546922591443159482,True,2026-07-26 14:26:06
"Barbeque Nation - GMS Road, Dehradun",4.7,3606.0,"8273+3HC Tri Junction, Kamla Palace, 2nd Floor, Solus Towers, GMS Rd",Dehradun,Uttarakhand,IN,248171,+91 80 6902 8714,Barbecue restaurant,https://www.barbequenation.com/restaurants/DehradunGMSRoad,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20GMS%20Road%2C%20Dehradun&query_place_id=ChIJ0xEsj7krCTkRktv4pO4yd3U,30.3089771,78.0069748,ChIJ0xEsj7krCTkRktv4pO4yd3U,8464290025217514386,True,2026-07-26 14:26:06
Barbeque Nation - Nashik - City Centre Mall,4.3,5933.0,"2nd Floor, City Centre Mall Sambaji Chowk, Lawate Nagar Banyan Square, Untwadi Rd",Nashik,Maharashtra,IN,422002,+91 80 6902 8738,Barbecue restaurant,https://www.barbequenation.com/restaurants/nashik/city-centre-mall?utm_source=GMB&utm_medium=nashik_city_centre_mall&utm_campaign=GMB_nashik_city_centre_mall,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Nashik%20-%20City%20Centre%20Mall&query_place_id=ChIJHdvcknDr3TsR04tcpO-kdig,19.9907049,73.760946,ChIJHdvcknDr3TsR04tcpO-kdig,2915699157930642387,True,2026-07-26 14:26:06
Barbeque Nation - Dadar,4.0,1333.0,"2nd, Floor Kohinoor Square NC Kelkar Marg, Ram Ganesh Gadkari Chowk",Mumbai,Maharashtra,IN,400028,+91 80 6902 8718,Barbecue restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Dadar&query_place_id=ChIJLSw41N3P5zsRNUJ_e-7PgKQ,19.0247994,72.8415481,ChIJLSw41N3P5zsRNUJ_e-7PgKQ,11853702842420249141,True,2026-07-26 14:26:06
Barbeque Nation - Surat - Parle Point,4.4,8209.0,"1st Floor, Golden Square, Shaheed Veer Bhagat Singh Flyover Brg, near Sargam Shopping Center",Surat,Gujarat,IN,395007,+91 80 6902 8771,Restaurant,https://www.barbequenation.com/restaurants/surat/ParlePointAthwa,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Surat%20-%20Parle%20Point&query_place_id=ChIJAwSByulN4DsR3K6NO-C2SCo,21.1711689,72.7894822,ChIJAwSByulN4DsR3K6NO-C2SCo,3046886222104211164,True,2026-07-26 14:26:06
Barbeque Nation - Chandigarh - Sector 26,4.4,12908.0,"Block 2, SCO 39, Madhya Marg, near Green Market Chowk",Chandigarh,Chandigarh,IN,160019,+91 80 6902 8726,Buffet restaurant,https://www.barbequenation.com/restaurants/chandigarh/sector-26?utm_source=GMB&utm_medium=chandigarh/sector-26&utm_campaign=GMB_chandigarh/sector-26,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Chandigarh%20-%20Sector%2026&query_place_id=ChIJedogrCHtDzkRBEx9LIGhVr4,30.7260024,76.8049551,ChIJedogrCHtDzkRBEx9LIGhVr4,13715327291372686340,True,2026-07-26 14:26:06
"Barbeque Nation - South Extension, Delhi",4.4,1868.0,"D-6, 3rd Floor, above Hazoorilal Legacy Jewellers, Ring Rd",New Delhi,Delhi,IN,110049,+91 80 6902 8719,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20South%20Extension%2C%20Delhi&query_place_id=ChIJIXBLEC3jDDkRurLAi15E2wQ,28.5681475,77.2216205,ChIJIXBLEC3jDDkRurLAi15E2wQ,349948568913621690,True,2026-07-26 14:26:06
Barbeque Nation - Karnal,4.4,791.0,"1st Floor, Savoy greens, karnal penguin resorts 131 KM Milestone, G.T. Road, Lake, near Karnal","Karnal, Uchana",Haryana,IN,132116,+91 80 6902 8793,Barbecue restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Karnal&query_place_id=ChIJW2723XYbEDkRX3UUoe3ovis,29.7377569,76.9756866,ChIJW2723XYbEDkRX3UUoe3ovis,3152212896513291615,True,2026-07-26 14:26:06
Barbeque Nation,4.2,7540.0,"1st Floor, STELLAR IT PARK, Plot No 25",Noida,Uttar Pradesh,IN,201309,+91 80 6902 8727,Barbecue restaurant,https://www.barbequenation.com/restaurants/noida/stellar-it-park,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJdWr8EhLlDDkR5BwkTu4TDXg,28.6129583,77.3624639,ChIJdWr8EhLlDDkR5BwkTu4TDXg,8650592373482724580,True,2026-07-26 14:26:06
Barbeque Nation,4.2,3775.0,"5th Floor, Gaur City Mall, Greater Noida W Rd","Greater Noida, Ghaziabad",Uttar Pradesh,IN,201318,+91 80 6902 8727,Barbecue restaurant,https://www.barbequenation.com/restaurants/noida/restaurants-near-me-Gaur-City-Mall,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJE-l0UbrvDDkR_w2I1wt9fnc,28.6060995,77.4301084,ChIJE-l0UbrvDDkR_w2I1wt9fnc,8610457027393097215,True,2026-07-26 14:26:06
Barbeque Nation,4.2,15244.0,"No N96, 2nd Floor, Munshi Lal Building",New Delhi,Delhi,IN,110001,+91 80 6902 8719,Barbecue restaurant,https://www.barbequenation.com/restaurants/new-delhi/connaught-place,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJy0njiDb9DDkR-9nuP9aWDc4,28.6303618,77.2209904,ChIJy0njiDb9DDkR-9nuP9aWDc4,14847689393450179067,True,2026-07-26 14:26:06
Barbeque Nation,4.3,3780.0,"601, 6th Floor, Unity One, MLCP Plot Rohini West Metro Stn Cplx, Rohini","New Delhi, Delhi",Delhi,IN,110085,+91 80 6902 8719,Restaurant,https://www.barbequenation.com/restaurants/new-delhi/rohini?utm_source=GMB&utm_medium=new_delhi_rohini&utm_campaign=GMB_new_delhi_rohini,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJsU0jC7UBDTkRNkemP9YevI8,28.7150562,77.1162939,ChIJsU0jC7UBDTkRNkemP9YevI8,10357187148584994614,True,2026-07-26 14:26:06
Barbeque Nation,4.3,9593.0,"SN G85, Gr Flr, Spaze Platinum Tower Gurgaon Sohna Highway,Near Raheja Mall, Sohna - Gurgaon Rd",Gurugram,Haryana,IN,122018,+91 80 6902 8728,Barbecue restaurant,https://www.barbequenation.com/restaurants/gurugram/sohna-road?utm_source=GMB&utm_medium=gurugram/sohna-road&utm_campaign=GMB_gurugram_sohna-road,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJBx5-uJ0iDTkRAo7D8XrBGdA,28.4212187,77.0404348,ChIJBx5-uJ0iDTkRAo7D8XrBGdA,14995229168093072898,True,2026-07-26 14:26:06
"Barbeque Nation - Pacific D21 Mall, Dwarka",4.4,941.0,"Shop No, Pacific Mall, 2nd Floor, SH/2F/05 and SH/2F/08","New Delhi, Delhi",Delhi,IN,110077,+91 80 6902 8719,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Pacific%20D21%20Mall%2C%20Dwarka&query_place_id=ChIJ81VO7JEbDTkRFRWseAWl9QQ,28.552446,77.0580666,ChIJ81VO7JEbDTkRFRWseAWl9QQ,357373188363785493,True,2026-07-26 14:26:06
Barbeque Nation,4.4,7765.0,"Chaudhary Plaza, Rajpur Rd, Hathibarkala",Dehradun,Uttarakhand,IN,248001,+91 80 6902 8714,Barbecue restaurant,https://www.barbequenation.com/restaurants/dehradun/rajpur-road?utm_source=GMB&utm_medium=dehradun%2Frajpur-road&utm_campaign=GMB_dehradun%2Frajpur-road,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJ9VGYQdQpCTkRECfJYKfaTbA,30.3428326,78.0611661,ChIJ9VGYQdQpCTkRECfJYKfaTbA,12704050536300226320,True,2026-07-26 14:26:06
Barbeque Nation - Model Town,4.1,1025.0,"2nd & 3rd Floor, B2",Delhi,Delhi,IN,110033,+91 80 6902 8719,Barbecue restaurant,https://www.barbequenation.com/restaurants/GURJANWALA-TOWN,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Model%20Town&query_place_id=ChIJezmM2NYDDTkRa2I0dNquuwA,28.7042594,77.1894361,ChIJezmM2NYDDTkRa2I0dNquuwA,52828073920586347,True,2026-07-26 14:26:06
