record_id,promotion_id,title,category,posted_date,description,image_url,source_url,scraped_at
41,2286,Barbeque Nation is Celebrating ‘The Coastal Feast’ with Chef Shyam Gopisetti,Chef Special / Festival,2025-11-06,"Barbeque Nation is celebrating the vibrant flavours of India’s coastline with The Coastal Feast, an exclusive seafood festival at its Gachibowli, Hyderabad outlet from 7th to 9th November. The festival features a special collaboration with Chef Shyam Gopisetti, the 1st Runner-up of MasterChef India Telugu, who brings his coastal-inspired creations to life at Barbeque Nation. Guests are relishing a",https://api.barbequenation.com/sites/default/files/2025-12/Oct%20fest_Website%20Banners_Sea%20Food%20Popup-05_0.jpg,https://api.barbequenation.com/news/barbeque-nation-celebrating-coastal-feast-chef-shyam-gopisetti,2026-07-30T07:46:41.718Z
42,2285,BARBEQUE NATION IGNITES A NEW EXPERIENCE WITH “FLAMES OF ASIA” - A PAN-ASIAN POP-UP CURATED BY CHEF VAIBHAV BHARGAVA,Chef Special / Festival,2025-10-16,"Barbeque Nation is celebrating the vibrant Flames of Asia food festival with an exclusive culinary showcase by Chef Vaibhav Bhargava at its Gaur City Mall, Noida outlet from 17th to 19th October, 2025. Bringing together the bold flavours and aromas of Asian cuisine, the festival features an exquisite spread that includes Korean Cottage Cheese, Charred Broccoli, Grilled Mushroom, Sweet Potato, Corn",https://api.barbequenation.com/sites/default/files/2025-11/Oct%20fest_Website%20Banners_Flames%20of%20Asia-07.jpg,https://api.barbequenation.com/news/barbeque-nation-ignites-new-experience-flames-asia-pan-asian-pop-curated-chef-vaibhav-bhargava,2026-07-30T07:46:41.718Z
43,2284,Barbeque Nation Brings Uttarakhand Flavours with Chef Yojana Khanduri,Chef Special / Festival,2025-10-05,"Barbeque Nation is celebrating the rich culinary heritage of Uttarakhand with an exclusive food festival at its Southern Park Mall, Saket outlet from 6th to 12th October. Featuring Chef Yojana Khanduri, the festival is bringing to life the authentic tastes and aromas of the hills through a specially curated menu. From the protein-rich mixed pulse soup Ras to refreshing salads like Dal Salad and Mu",https://api.barbequenation.com/sites/default/files/2025-11/Oct%20fest_Website%20Banners_Chef%20Popup-01.jpg,https://api.barbequenation.com/news/barbeque-nation-brings-uttarakhand-flavours-chef-yojana-khanduri,2026-07-30T07:46:41.718Z
44,2283,Celebrating the Spirit of Navratri with Barbeque Nation’s Special Vrat Menu,Chef Special / Festival,2025-09-22,"Barbeque Nation invites you to embrace the festive spirit of Navratri with its specially curated Navratri Vrat Specials. Designed to honour traditional fasting customs while delighting your taste buds, the exclusive menu features wholesome and flavourful dishes like Crispy Sabudana Vadas, Samak Rice, Aloo Tamatar Sabzi, Sendha Paneer, Makhana, Raita, Fresh Fruits, and Sweet Rajgira Ladoo. With a 1",https://api.barbequenation.com/sites/default/files/2025-11/Oct%20fest_Website%20Banners_Navratri%20Specials-11.jpg,https://api.barbequenation.com/news/celebrating-spirit-navratri-barbeque-nations-special-vrat-menu,2026-07-30T07:46:41.718Z
45,2280,Barbeque Nation Invites You to Celebrate Durga Pujo with a Curated Bengali Feast,Chef Special / Festival,2025-09-20,"Barbeque Nation extends a warm “Sador Amontron” to food lovers this festive season with an exclusive Durga Pujo Special Menu. Embracing the true spirit of Pujo, the specially curated Bengali spread features a delectable mix of traditional flavours and Barbeque Nation’s signature grills — a perfect fusion of culture and cuisine. Guests can indulge in this festive celebration of taste, joy, and toge",https://api.barbequenation.com/sites/default/files/2025-11/Durga-Puja%20Banner%201.jpg,https://api.barbequenation.com/news/barbeque-nation-invites-you-celebrate-durga-pujo-curated-bengali-feast,2026-07-30T07:46:41.718Z
46,2279,Barbeque Nation Celebrates Engineers’ Day with a Special Buffet Offer!,Discount & Offer,2025-09-15,"Barbeque Nation is celebrating the spirit of innovation and hard work this Engineers’ Day with a special treat for the brilliant minds who build, design, and inspire progress every day. To honor the creators and problem-solvers of our time, Barbeque Nation will be launching an exclusive “Buffet for 5, Pay for 4” offer — where one guest dines absolutely free when you visit as a group of five. It’s ",https://api.barbequenation.com/sites/default/files/2025-11/Engineers_Day_Banner%201.jpg,https://api.barbequenation.com/news/barbeque-nation-celebrates-engineers-day-special-buffet-offer,2026-07-30T07:46:41.718Z
47,2276,Khau Gali is Here – A Street Food Festival for All the Chaat Lovers!,Chef Special / Festival,2025-09-05,"Barbeque Nation is celebrating the vibrant spirit of India’s streets with Khau Gali – India’s Biggest Street Food Celebration! This exciting festival brings the essence of India’s bustling food lanes straight to your table, inviting guests to indulge in a delicious journey through the country’s most-loved street delicacies. From Tandoori Momos, Pav Bhaji, and Chaat to Jalebi with Rabdi and Rasmala",https://api.barbequenation.com/sites/default/files/2025-11/Khau%20Galli%20Web%20Banner%201.png,https://api.barbequenation.com/news/khau-gali-here-street-food-festival-all-chaat-lovers,2026-07-30T07:46:41.718Z
48,2282,Celebrating the Mentors: Teachers’ Day Special at Barbeque Nation,Chef Special / Festival,2025-09-04,"Barbeque Nation is all set to celebrate Teachers’ Day tomorrow, that honours the birth anniversary of Dr. Sarvepalli Radhakrishnan — the revered teacher, philosopher, and former President of India. To mark his legacy and pay tribute to the guiding lights in our lives, Barbeque Nation will be launching an initiative to celebrate teachers and mentors — a special dining offer at just ₹137 + taxes. Th",https://api.barbequenation.com/sites/default/files/2025-11/Oct%20fest_Website%20Banners_Teacher%27s%20Day-09.jpg,https://api.barbequenation.com/news/celebrating-mentors-teachers-day-special-barbeque-nation,2026-07-30T07:46:41.718Z
49,2277,Celebrate Unlimited Flavors with 10 + 10 Super Starters — Your Go-To Destination for Sizzling Delights,Discount & Offer,2025-08-01,"Barbeque Nation is Celebrating Flavour Like Never Before with the 10 + 10 Super Starters Festival - your ultimate unlimited celebration destination for sizzling starters and endless indulgence! Get ready to enjoy a mouth-watering spread of 20 delectable starters, served unlimited until your heart and appetite say enough. Taking the experience up a notch, Barbeque Nation has expanded the variety to",https://api.barbequenation.com/sites/default/files/2025-11/1%20Banner%2010%2B10.png,https://api.barbequenation.com/news/celebrate-unlimited-flavors-10-10-super-starters-your-go-destination-sizzling-delights,2026-07-30T07:46:41.718Z
50,2059,Barbeque Nation Wins “Best Barbeque Chain” at Eazydiner Foodie Awards – Jaipur Edition,Brand Event / Promotion,2025-07-30,"Barbeque Nation is thrilled to announce its latest milestone — being awarded the prestigious title of “Best Barbeque Chain” at the Eazydiner Foodie Awards, Jaipur Edition. This recognition highlights our unwavering commitment to culinary excellence, innovation, and unforgettable dining experiences. From pioneering the live grill on the table concept to serving up our signature all-you-can-eat buff",https://api.barbequenation.com/sites/default/files/2025-08/_DSC4528_0.JPG,https://api.barbequenation.com/news/barbeque-nation-wins-best-barbeque-chain-eazydiner-foodie-awards-jaipur-edition,2026-07-30T07:46:41.718Z
51,1922,Barbeque Nation Ranked 14th Best Company to Work For in India by The Economic Times - Great Place To Work 2025,Chef Special / Festival,2025-07-05,"Barbeque Nation, one of India’s most beloved restaurant chains, has been ranked the 14th Best Company to Work For in India by The Economic Times – Great Place To Work 2025. This prestigious recognition underscores the brand’s ongoing commitment to cultivating a positive, inclusive, and growth-oriented workplace. At the heart of Barbeque Nation’s success is its strong focus on employee development,",https://api.barbequenation.com/sites/default/files/2025-07/Award.jpg,https://api.barbequenation.com/news/barbeque-nation-ranked-14th-best-company-work-india-economic-times-great-place-work-2025,2026-07-30T07:46:41.718Z
52,1924,"This Father’s Day, Aane Do Tumhare Papa Ko!",Discount & Offer,2025-06-15,"Barbeque Nation invites you to celebrate the hero of your life with a feast he truly deserves! From sizzling grills to hearty mains and indulgent desserts – give your dad the gift of flavor, fun, and family time. 📅 Celebrate this Father's Day with unlimited joy and food! 🎁 Surprise him with special treats and create memories over the grill. Aane do tumhare papa ko… kyunki yeh celebration unke na",https://api.barbequenation.com/sites/default/files/2025-07/Father%27s%20day%20banner.png,https://api.barbequenation.com/news/fathers-day-aane-do-tumhare-papa-ko,2026-07-30T07:46:41.718Z
53,1849,Title- Barbeque Nation presents Mango Tango – A Juicy Celebration of Summer’s Favorite Fruit!,Seasonal Campaign,2025-06-02,"""Get ready to go aam-azing with Mango Tango, a vibrant festival bursting with the sweet and tangy flavors of the king of fruits! Dive into a luscious spread of mango-inspired delights—from beverages to indulgent desserts and one-of-a-kind grilled innovations, all infused with the golden essence of ripe and raw mangoes. Savor special creations like Kalmi Mango Chicken Tikka, Kairi Ghosht, and zesty",https://api.barbequenation.com/sites/default/files/2025-06/Websit%20Banner_1440X768_Mango%20fest.jpg,https://api.barbequenation.com/news/title-barbeque-nation-presents-mango-tango-juicy-celebration-summers-favorite-fruit,2026-07-30T07:46:41.718Z
54,1848,"Barbeque Nation’s Khushiyon Ka Pitaraa Initiative Spreads Joy at Rasta NGO School, Ghaziabad 🎉 Barbeque Nation believes every child deserves to feel special on their birthday. Khushiyon Ka Pitaraa is Barbeque Nation’s way of giving back",Brand Event / Promotion,2025-06-01,"Barbeque Nation believes every child deserves to feel special on their birthday. Khushiyon Ka Pitaraa is Barbeque Nation’s way of giving back—celebrating not just birthdays, but the spirit of community, joy, and kindness. As part of this newly launched initiative, Barbeque Nation hosted a joyful celebration for the children of Rasta NGO School in Khora, Ghaziabad on 28th May 2025. This heartwarmin",https://api.barbequenation.com/sites/default/files/2025-06/Websit%20Banner_1440X768_%20Ghaziabad.jpg,https://api.barbequenation.com/news/barbeque-nations-khushiyon-ka-pitaraa-initiative-spreads-joy-rasta-ngo-school-ghaziabad,2026-07-30T07:46:41.718Z
55,1850,"Barbeque Nation is now open in Dhanbad, Jharkhand",Discount & Offer,2025-06-01,"""Foodies, get ready—Barbeque Nation has officially landed in Dhanbad, and it's fast becoming the go-to hotspot in town. If you’re searching for “best buffet restaurants” that combine flavor, fun, and flair, look no further. Step into a stylish space with chic décor, cozy vibes, and that signature Barbeque Nation energy. The vibe is perfect for everything—from casual catch-ups to family dinners. At",https://api.barbequenation.com/sites/default/files/2025-06/Websit%20Banner_1440X768_Dhanbad.jpg,https://api.barbequenation.com/news/barbeque-nation-now-open-dhanbad-jharkhand,2026-07-30T07:46:41.718Z
56,1851,Barbeque Nation Celebrates the Many Sides of Mom with #KnowTheRealHer,Brand Event / Promotion,2025-06-01,"This Mother’s Day, Barbeque Nation launched a heartwarming and fun campaign titled #KnowTheRealHer, encouraging families to look beyond the familiar roles mothers play and rediscover the person behind the ‘mom’ label. Rooted in a relatable insight, the campaign celebrated the quirks, passions, and little-known sides of mothers—whether she's a bathroom singer, a prankster at heart, a horror movie l",https://api.barbequenation.com/sites/default/files/2025-06/Websit%20Banner_1440X768_Mother%27s%20day.jpg,https://api.barbequenation.com/news/barbeque-nation-celebrates-many-sides-mom-knowtherealher,2026-07-30T07:46:41.718Z
57,1847,Fab 5 Offer - UBQ By Barbeque Nation,Discount & Offer,2025-06-01,"""Get 5 exciting benefits when you order through the Barbeque Nation app: ✅ Zero Delivery Fee on all orders ✅ Zero Packaging fee ✅ Flat ₹200 Off on orders above ₹699 ✅ 100 Smile Coins on registration (1 Smile = ₹1) ✅ No minimum order value! Don't miss out – enjoy more, save more, and make every meal a Fab one! Order now on the Barbeque Nation app. T&C apply.""",https://api.barbequenation.com/sites/default/files/2025-07/Mobile_1725x792.png,https://api.barbequenation.com/news/fab-5-offer-ubq-barbeque-nation,2026-07-30T07:46:41.718Z
58,1843,Barbeque Nation Clinches “Best BBQ Restaurant in West India” at Food Connoisseurs India Awards – 8th Edition,Discount & Offer,2025-05-23,"""Barbeque Nation is proud to announce its latest achievement — winning the coveted title of “Best BBQ Restaurant in West India” at the 8th Edition of the Food Connoisseurs India Awards. This prestigious recognition underscores the brand’s continued excellence in the culinary space, celebrating its innovation, service, and unforgettable dining experiences. Renowned for pioneering the live grill on ",https://api.barbequenation.com/sites/default/files/2025-05/bbq%20sayagi%202_1.JPG,https://api.barbequenation.com/news/barbeque-nation-clinches-best-bbq-restaurant-west-india-food-connoisseurs-india-awards-8th,2026-07-30T07:46:41.718Z
59,2278,Barbeque Nation Debuts in Sharjah : First Outlet Now Open at Sharjah Central Mall,Chef Special / Festival,2025-04-15,"Barbeque Nation is thrilled to announce the launch of its very first outlet in Sharjah, located right in the heart of Sharjah Central Mall — bringing its iconic dining experience to the vibrant city. Get ready to turn up the heat as Barbeque Nation introduces its signature live grill experience and bold, mouthwatering flavors to this exciting new location. From sizzling kebabs to flame-grilled fav",https://api.barbequenation.com/sites/default/files/2025-11/Sharjah.jpg,https://api.barbequenation.com/news/barbeque-nation-debuts-sharjah-first-outlet-now-open-sharjah-central-mall,2026-07-30T07:46:41.718Z
60,1753,Lazeez-e-Gosht: A Mutton Lover’s Feast at Barbeque Nation,Chef Special / Festival,2025-03-03,"Barbeque Nation, your ultimate celebration destination, brings you Lazeez-e-Gosht, a festival of rich and flavorful mutton delicacies. Indulge in a spread of mouthwatering dishes, from smoky kebabs to aromatic curries and biryanis, all crafted with traditional recipes and bold spices. Experience the melt-in-the-mouth perfection of Galouti Kebab, the spiced indulgence of Mutton Kheema Pav, and the ",https://api.barbequenation.com/sites/default/files/2025-03/Mutton%20fest.jpg,https://api.barbequenation.com/news/lazeez-e-gosht-mutton-lovers-feast-barbeque-nation,2026-07-30T07:46:41.718Z
61,1683,Celebrate the New Year at Barbeque Nation,Seasonal Campaign,2024-12-27,"Ring in the New Year at Barbeque Nation, the absolute destination for celebrating with family and friends. Our unlimited grills and buffet offering over 60 delicious dishes will ensure you have an unforgettable dining experience. From smoky, sizzling starters to delectable mains and indulgent desserts, we have something for everyone, making it the perfect spot for a festive feast. With its vibrant",https://api.barbequenation.com/sites/default/files/2024-12/New%20yr%201.png,https://api.barbequenation.com/news/celebrate-new-year-barbeque-nation,2026-07-30T07:46:41.718Z
62,1682,Celebrate Christmas at Barbeque Nation,Seasonal Campaign,2024-12-25,"This Christmas, make unforgettable memories with your loved ones at Barbeque Nation, the perfect spot for celebrating the holidays in style. With unlimited grills and a lavish buffet spread featuring over 60 delicious dishes, it’s the ultimate destination for a festive feast that everyone will enjoy. Barbeque Nation offers a vibrant, lively ambiance, beautifully adorned with festive décor that bri",https://api.barbequenation.com/sites/default/files/2024-12/xmas%201.png,https://api.barbequenation.com/news/celebrate-christmas-barbeque-nation,2026-07-30T07:46:41.718Z
63,1675,Barbeque Nation Unveils Three Exquisite New Desserts,Discount & Offer,2024-12-21,"Barbeque Nation, a pioneer in the dining industry known for its all-you-can-eat buffets, has added three irresistible desserts to its menu, blending tradition with innovation to delight dessert enthusiasts. These culinary creations, available across select outlets, promise to elevate the dessert experience for diners. Baked Mihidana Drawing inspiration from the heritage sweets of Bengal, the Baked",https://api.barbequenation.com/sites/default/files/2024-12/Desserts%201.png,https://api.barbequenation.com/news/barbeque-nation-unveils-three-exquisite-new-desserts,2026-07-30T07:46:41.718Z
64,1680,Barbeque Nation Reopens in Amravati,Seasonal Campaign,2024-12-20,"Amravati, get ready for a celebration of flavors! Barbeque Nation, the best buffet restaurant in town, has reopened its doors, bringing the same exceptional dining experience you love. With a refreshed look and all your favorite dishes, this is the absolute destination for a delicious, unforgettable meal. At Barbeque Nation, we continue to offer our renowned unlimited buffet with a diverse spread ",https://api.barbequenation.com/sites/default/files/2024-12/Amravati.png,https://api.barbequenation.com/news/barbeque-nation-reopens-amravati,2026-07-30T07:46:41.718Z
65,1679,Fiesta by Barbeque Nation Debuts in Pune!,Discount & Offer,2024-12-20,"Pune, get ready to elevate your dining experience! Fiesta by Barbeque Nation has opened its doors, bringing a fresh and vibrant take on buffet dining to the city. Perfect for family outings, celebrations, or casual get-togethers, Fiesta offers a lively ambiance that sets the stage for memorable meals. At Fiesta, indulgence knows no bounds. The multi-cuisine buffet boasts 60+ dishes, blending the b",https://api.barbequenation.com/sites/default/files/2024-12/Fiesta.png,https://api.barbequenation.com/news/fiesta-barbeque-nation-debuts-pune,2026-07-30T07:46:41.718Z
66,1674,Barbeque Nation Wins Barbeque Restaurant of the Year 2024,Discount & Offer,2024-12-16,"Barbeque Nation, Hyderabad, has been awarded the prestigious Barbeque Restaurant of the Year at the Restaurant Awards 2024, Telangana & Andhra Pradesh Edition. Sponsored by Ohri’s and CAMPA, this event celebrates outstanding contributions in the restaurant industry, recognizing excellence in dining, creativity, and customer service. Known for its signature live grill experience and all-you-can-eat",https://api.barbequenation.com/sites/default/files/2024-12/Hyderabad%201.png,https://api.barbequenation.com/news/barbeque-nation-wins-barbeque-restaurant-year-2024,2026-07-30T07:46:41.718Z
67,1672,Dive Into a Seafood Feast at Barbeque Nation,Discount & Offer,2024-12-13,"Barbeque Nation presents The Great Grill Loot, an exclusive seafood festival offering an unlimited buffet featuring a variety of mouthwatering coastal dishes. Enjoy an all-you-can-eat feast with delicious options like Tandoori Crab, Cilantro Prawn, Tawa Fried King Fish, and Crab Masala, all served fresh along with the live grills. This festival brings the absolute best of seafood to your table, wi",https://api.barbequenation.com/sites/default/files/2024-12/grill%20loot.png,https://api.barbequenation.com/news/dive-seafood-feast-barbeque-nation,2026-07-30T07:46:41.718Z
68,1673,A Journey Through Taste Along the GT Road,Discount & Offer,2024-12-13,"Barbeque Nation recently brought an unforgettable culinary experience to Kuala Lumpur, Malaysia, offering a taste journey along the Grand Trunk Road—one of Asia’s oldest and most iconic routes. Stretching from Kabul to Kolkata, the Grand Trunk Road is steeped in cultural and culinary history, connecting India, Pakistan, Bangladesh, and Afghanistan. Guests were treated to an unlimited buffet showca",https://api.barbequenation.com/sites/default/files/2024-12/GT%20road.png,https://api.barbequenation.com/news/journey-through-taste-along-gt-road,2026-07-30T07:46:41.718Z
69,1662,Savor Coastal Flavors at Barbeque Nation,Discount & Offer,2024-11-19,"Barbeque Nation, one of the best buffet restaurants in Bangalore, is back with a special treat for seafood lovers. The Seafood Festival is here to take your dining experience to the next level, offering an absolute feast of coastal flavors that are perfect for family outings, celebrations, or casual hangouts. The menu is a seafood lover’s dream, featuring dishes like Crispy Calamari Rings, the tan",https://api.barbequenation.com/sites/default/files/2024-11/Sea%20Food%20fest%201.png,https://api.barbequenation.com/news/savor-coastal-flavors-barbeque-nation,2026-07-30T07:46:41.718Z
70,1661,Celebrate Bengal’s Finest at Barbeque Nation!,Seasonal Campaign,2024-11-19,"Barbeque Nation, renowned as one of the best buffet restaurants, is inviting food lovers to experience the magic of Bengal with the Shonar Bangla Feast. This exclusive festival, running from 18th November to 10th December, combines authentic Bengali cuisine with the brand’s signature live grill and unlimited buffet, making it an absolute celebration destination for families and friends. The Shonar",https://api.barbequenation.com/sites/default/files/2024-11/Bengali%20Food%20Fest.png,https://api.barbequenation.com/news/celebrate-bengals-finest-barbeque-nation,2026-07-30T07:46:41.718Z
71,1666,Barbeque Nation Opens Its Third Outlet in Dehradun!,Discount & Offer,2024-11-15,"Food lovers in Dehradun, get ready for a brand-new dining experience! Barbeque Nation has opened its third outlet in the city, now at the Mall of Dehradun, and it’s already creating a buzz. As one of the best buffet restaurants in town, this new location is designed to impress with a fresh, modern look and feel that perfectly complements the vibrant atmosphere of the mall. Barbeque Nation is known",https://api.barbequenation.com/sites/default/files/2024-11/Dehradun%201.png,https://api.barbequenation.com/news/barbeque-nation-opens-its-third-outlet-dehradun,2026-07-30T07:46:41.718Z
72,1663,Children’s Day Celebration at Barbeque Nation,Discount & Offer,2024-11-14,"At Barbeque Nation, we believe in making every family outing a special occasion. This Children’s Day, we went all out to create a fun and memorable experience for the little ones, with a series of exciting activities for kids to enjoy. The day kicked off with a lively cake cutting ceremony, where kids came together to celebrate and share in the joy. Our young guests also had a blast with coloring ",https://api.barbequenation.com/sites/default/files/2024-11/Children%27s%20day%201.png,https://api.barbequenation.com/news/childrens-day-celebration-barbeque-nation,2026-07-30T07:46:41.718Z
73,1665,Atmosfire by Barbeque Nation: Crafting Unforgettable Celebrations,Seasonal Campaign,2024-11-12,"Atmosfire, an exclusive catering service by Barbeque Nation, delivers the brand's renowned live grill experience straight to events of all kinds. From birthdays and weddings to corporate gatherings and cozy home parties, Atmosfire adds a personalized and flavorful touch, making every celebration truly special. The service is designed to cater to diverse tastes, offering customizable menus that inc",https://api.barbequenation.com/sites/default/files/2024-11/Atmosfire.png,https://api.barbequenation.com/news/atmosfire-barbeque-nation-crafting-unforgettable-celebrations,2026-07-30T07:46:41.718Z
74,1664,UBQ by Barbeque Nation: Delicious Indian Dining at Home,Chef Special / Festival,2024-11-08,"Barbeque Nation extends its signature dining experience to your home with UBQ by Barbeque Nation, a cloud kitchen that redefines affordable Indian food delivery. UBQ blends premium quality with unbeatable value, delivering authentic flavors and generous portions for every craving. The thoughtfully curated menu caters to all tastes and budgets. From value-packed meals perfect for quick lunches to p",https://api.barbequenation.com/sites/default/files/2024-11/UBQ.png,https://api.barbequenation.com/news/ubq-barbeque-nation-delicious-indian-dining-home,2026-07-30T07:46:41.718Z
75,1625,Celebrate the Flavors of Rajasthan with Royal Rajasthani Rasoi at Barbeque Nation.,Chef Special / Festival,2024-10-18,"Barbeque Nation presents the Royal Rajasthani Rasoi, inviting guests to embark on a culinary journey through Rajasthan's majestic flavors. This festival celebrates the rich and diverse cuisine of Rajasthan, offering an absolute unlimited buffet experience that captures the essence of Rajasthani hospitality. The specially curated menu features delightful dishes like Dal Baati Churma, Shekhawati Chi",https://api.barbequenation.com/sites/default/files/2024-10/Rajashthani%20Food%20fest%402x_0.png,https://api.barbequenation.com/news/celebrate-flavors-rajasthan-royal-rajasthani-rasoi-barbeque-nation,2026-07-30T07:46:41.718Z
76,1624,Celebrate Durga Mahotsav with a Festive Feast at Barbeque Nation!,Seasonal Campaign,2024-10-07,"Barbeque Nation celebrates the Grand Durga Mahotsav with a delightful array of Bengali culinary delights. As one of the best buffet restaurants in India, it offers an absolute unlimited festive feast available until 13th October. The vegetarian menu includes Chhenar Dalna, Basanti Pulao, Yellow Dal Tadka, Doi Begun, Ghee Bhat, Sukto, Gobi Mussalam, Aloo Jhinga Posto, Khejur Amsatto Chutney, Mishti",https://api.barbequenation.com/sites/default/files/2024-10/Durga%20Pooja%20Mohatsava%402x.png,https://api.barbequenation.com/news/celebrate-durga-mahotsav-festive-feast-barbeque-nation,2026-07-30T07:46:41.718Z
77,1623,Barbeque Nation Celebrates the Flavors of Bengal in the Bangla Swaad Utsab,Chef Special / Festival,2024-10-04,"Barbeque Nation invites guests to experience the rich culinary heritage of Bengal with its exciting Bangla Swaad Utsab. This festival is set to transport diners to the heart of Bengal, featuring a specially curated menu that celebrates the vibrant traditions and flavors of Bengali cuisine. Guests can indulge in a variety of dishes, including Phuchka, Mandeli Fish Fry, Ghugni, Jhal Morri, and Veg C",https://api.barbequenation.com/sites/default/files/2024-10/Bengali%20Food%20Fest%402x.png,https://api.barbequenation.com/news/barbeque-nation-celebrates-flavors-bengal-bangla-swaad-utsab,2026-07-30T07:46:41.718Z
78,1579,Barbeque Nation celebrates the flavours of Tamil Nadu in their Chettinad Food Festival,Chef Special / Festival,2024-09-10,"Barbeque Nation is set to transport guests to the heart of Tamil Nadu’s Chettinad region with its exciting Chettinad Food Festival. Beginning September 10th, Barbeque Nation outlets across India will feature a specially curated menu celebrating the vibrant culinary traditions of the Chettinad community. Chettinad cuisine, renowned for its bold and complex flavors, is deeply rooted in the culture a",https://api.barbequenation.com/sites/default/files/2024-10/BBQ_Website%20Banner_All%20Fest%20new_Chettinad%20Food%20Fest-03.jpg,https://api.barbequenation.com/news/barbeque-nation-celebrates-flavours-tamil-nadu-their-chettinad-food-festival,2026-07-30T07:46:41.718Z
79,1577,Toasting the Golden Years: Special Grandparents Day Offer at Barbeque Nation,Chef Special / Festival,2024-09-02,"To mark Grandparents Day 2024, Barbeque Nation introduced the Senior Legends Offer, inviting guests aged 60 and above to enjoy a special dining experience for ₹499 plus taxes. This initiative was designed to celebrate and honor grandparents, providing a thoughtful and enjoyable experience at one of India’s best buffet restaurants. The Grandparents Day celebration featured a unique menu curated by ",https://api.barbequenation.com/sites/default/files/2024-09/BBQ_Website%20Banner_All%20Fest%20new_Senior%20Legends.jpg,https://api.barbequenation.com/news/toasting-golden-years-special-grandparents-day-offer-barbeque-nation,2026-07-30T07:46:41.718Z
80,1606,Barbeque Nation Invites Manjari Verde to Celebrate Grandparents Day with the Senior Legends Offer!,Discount & Offer,2024-09-01,"To celebrate Grandparents Day 2024, Barbeque Nation invited seniors to enjoy a special dining experience through their Senior Legends Offer, priced at ₹499 plus taxes. Among those honored was the talented artist and grandmother, Manjiri Varde, known for her vibrant personality and captivating presence on Instagram, where she shares her artwork, cooking adventures, and playful moments with her fami",https://api.barbequenation.com/sites/default/files/2024-09/BBQ_Website%20Banner_All%20Fest%20new_Manjari%20Verde%20%28Grandparents%20Day%29-25.jpg,https://api.barbequenation.com/news/barbeque-nation-invites-manjari-verde-celebrate-grandparents-day-senior-legends-offer-0,2026-07-30T07:46:41.718Z
81,1597,Gangs of Grill: The Ultimate Friendship Day Challenge at Barbeque Nation!,Seasonal Campaign,2024-08-02,"Barbeque Nation, India’s leading casual dining restaurant chain, is excited to introduce the ‘Gang of Grills Friendship Day Challenge’. This vibrant campaign, running from July 29th to August 15th, celebrates the joy of friendship with a unique blend of fine dining and interactive fun. The campaign invites friends and food enthusiasts to gather at Barbeque Nation outlets and partake in an engaging",https://api.barbequenation.com/sites/default/files/2024-09/BBQ_Website%20Banner_All%20Fest%20new_Friendship%20Day-17.jpg,https://api.barbequenation.com/news/gangs-grill-ultimate-friendship-day-challenge-barbeque-nation,2026-07-30T07:46:41.718Z
82,1578,Farah Khan's 500K Milestone Celebration at Barbeque Nation’s Mood-e-Monsoon Festival,Chef Special / Festival,2024-07-19,"In a delightful twist of celebration and culinary charm, Barbeque Nation recently hosted an exuberant Mood-e-Monsoon festival at their outlet, and filmmaker-choreographer Farah Khan added a splash of star power to the occasion. Farah, who recently hit a remarkable 500K followers on her YouTube channel ‘Food with Farah,’ took her chef out for a special treat to mark the milestone. The Mood-e-Monsoo",https://api.barbequenation.com/sites/default/files/2024-09/BBQ_Website%20Banner_All%20Fest%20new_Farah%20Khan%20%28Mood-e-Monsoon%29-15.jpg,https://api.barbequenation.com/news/farah-khans-500k-milestone-celebration-barbeque-nations-mood-e-monsoon-festival,2026-07-30T07:46:41.718Z
83,1576,Experience Barbeque Nation’s Mood-e-Monsoon Food Festival,Chef Special / Festival,2024-07-12,"As the monsoon season unfolds, Barbeque Nation, one of India’s top choices for casual dining, is excited to introduce its latest event—the Mood-e-Monsoon Festival. Running from July 10th to July 31st, 2024, this festival is designed to bring the cozy essence of the monsoon to diners with a specially curated menu featuring seasonal specialties and classic monsoon recipes. Guests at Barbeque Nation,",https://api.barbequenation.com/sites/default/files/2024-09/BBQ_Website%20Banner_All%20Fest%20new_Mood-e-Monsoon%20fest-01.jpg,https://api.barbequenation.com/news/experience-barbeque-nations-mood-e-monsoon-food-festival,2026-07-30T07:46:41.718Z
84,1535,How to plan a successful team building event at Barbeque Nation?,Discount & Offer,2024-07-11,"Companies often plan team building exercises to ensure better collaboration and enhanced efficiency. These exercises promote better understanding and cordial relationships between members of the team. A good way to approach this is through team meals at restaurants. Our restaurant offers the perfect atmosphere and food to facilitate better collaboration between team members. Here, we share some ti",https://api.barbequenation.com/sites/default/files/2024-08/How%20to%20plan%20a%20successful%20team%20building%20event%20at%20Barbeque%20Nation.jpg,https://api.barbequenation.com/blog/how-plan-successful-team-building-event-barbeque-nation,2026-07-30T07:46:41.718Z
